"ID de trabajo","Trabajo de Servicio","Modo Trabajo","Nombre del Ordenador","Nombre Usuario","Nombre Usuar.","Número de Emisión de la Card","Fecha y Hora de Comienzo","Fecha y Hora de Finalización","Con. Total de Blanco y Negro","Con. Total a Todo Color","Con. Total de 2 Colores","Con. Total de un Solo Color","A4:B/N","A4:Todo Color","A4:2 Colores","A4:Un Solo Color","A5:B/N","A5:Todo Color","A5:2 Colores","A5:Un Solo Color","B5:B/N","B5:Todo Color","B5:2 Colores","B5:Un Solo Color","Pliego:B/N","Pliego:Todo Color","Pliego:2 Colores","Pliego:Un Solo Color","Oficio:B/N","Oficio:Todo Color","Oficio:2 Colores","Oficio:Un Solo Color","Carta:B/N","Carta:Todo Color","Carta:2 Colores","Carta:Un Solo Color","Ejecutivo:B/N","Ejecutivo:Todo Color","Ejecutivo:2 Colores","Ejecutivo:Un Solo Color","Factura:B/N","Factura:Todo Color","Factura:2 Colores","Factura:Un Solo Color","8 1/2x13 2/5:B/N","8 1/2x13 2/5:Todo Color","8 1/2x13 2/5:2 Colores","8 1/2x13 2/5:Un Solo Color","8 1/2x13 1/2:B/N","8 1/2x13 1/2:Todo Color","8 1/2x13 1/2:2 Colores","8 1/2x13 1/2:Un Solo Color","16K:B/N","16K:Todo Color","16K:2 Colores","16K:Un Solo Color","Postal Japonesa:B/N","Postal Japonesa:Todo Color","Postal Japonesa:2 Colores","Postal Japonesa:Un Solo Color","MONARCH:B/N","MONARCH:Todo Color","MONARCH:2 Colores","MONARCH:Un Solo Color","COM-10:B/N","COM-10:Todo Color","COM-10:2 Colores","COM-10:Un Solo Color","DL:B/N","DL:Todo Color","DL:2 Colores","DL:Un Solo Color","C5:B/N","C5:Todo Color","C5:2 Colores","C5:Un Solo Color","Chokei3:B/N","Chokei3:Todo Color","Chokei3:2 Colores","Chokei3:Un Solo Color","Chokei4:B/N","Chokei4:Todo Color","Chokei4:2 Colores","Chokei4:Un Solo Color","YOKEI-2:B/N","YOKEI-2:Todo Color","YOKEI-2:2 Colores","YOKEI-2:Un Solo Color","YOKEI-4:B/N","YOKEI-4:Todo Color","YOKEI-4:2 Colores","YOKEI-4:Un Solo Color","kaku 3:B/N","kaku 3:Todo Color","kaku 3:2 Colores","kaku 3:Un Solo Color","Personalizado:B/N","Personalizado:Todo Color","Personalizado:2 Colores","Personalizado:Un Solo Color","A4","A5","B5","Pliego","Oficio","Carta","Ejecutivo","Factura","8 1/2x13 2/5","8 1/2x13 1/2","16K","Postal Japonesa","MONARCH","COM-10","DL","C5","Chokei3","Chokei4","YOKEI-2","YOKEI-4","kaku 3","Personalizado","Contador de Papel No Válido (Blanco y Negro)","Contador de Papel No Válido (Color)","Número de Grupos Reservados","Número de Grupos Completados","Número de Páginas Reservadas","Número de Páginas Completadas","Resultado","Motivo del Error","Salida","Grapar","Contador de Grapado","Contador de Perforaciones","Plegar","Contador de Plegados","Tono de la Impresora","Dirección Directa","Nombre Remit.","Dirección del Remitente","Tipo de trans.","Número de Serie Administrativo","Nº de emisión","Orden de entrada","Tipo de Archivo","Modo de Compresión/Ratio de Compresión","Hora de la Comunicación","Núm. Fax"," "," ","Archivo de Documentos","Modo de Almacenamiento","Nombre Archivo","Tamaño de los Datos [KB]","Ajuste de color","Modos Especiales","Nombre de Archivo 2","Tamaño Original","Tipo de original","Tamaño del papel","Tipo de papel","Propiedad del Papel: Desactivar Dúplex","Propiedad del Papel: Lado Fijo del Papel","Propiedad del Papel: Desactivar Grapado","Propiedad del Papel: Desactivar Perforado","Configuración Dúplex","Resolución","Nombre del modelo","Número de serie de la unidad","Nombre","Ubicación de máquina"
"121","No","Imprimir","CACCC15","Sin Autentificación","Sin Autentificación","N/A","2018-05-07T22:05","2018-05-07T22:06","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","6","6","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Microsoft Word - Nota General Papa 4.MAY.18","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"122","No","Imprimir","CACCC15","Sin Autentificación","Sin Autentificación","N/A","2018-05-08T14:34","2018-05-08T14:36","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Microsoft Word - DEF COMENTARIOS CONTEXTO SOCIAL NORMATIVO PET POP SITUACION FAC","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"123","No","Imprimir","CACCC15","Sin Autentificación","Sin Autentificación","N/A","2018-05-08T16:52","2018-05-08T16:53","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","8","8","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Microsoft Word - Nota General Papa 8.MAY.18 (002)","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"124","No","Imprimir","CACCC15","Sin Autentificación","Sin Autentificación","N/A","2018-05-08T17:45","2018-05-08T17:46","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","4","4","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Microsoft Word - historia imagenes","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"125","No","Imprimir","CACCC15","Sin Autentificación","Sin Autentificación","N/A","2018-05-08T18:34","2018-05-08T18:35","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","8","8","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Microsoft Word - Nota General Papa 8.MAY.18 (002)","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"126","No","Imprimir","CACCC15","Sin Autentificación","Sin Autentificación","N/A","2018-05-09T13:57","2018-05-09T13:58","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","7","7","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Statement_May 2018.pdf","Carta","N/A","Carta","Normal","No","No","Sí","Sí","Folleto a Doble Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"127","No","Imprimir","CACCC15","Sin Autentificación","Sin Autentificación","N/A","2018-05-09T14:06","2018-05-09T14:06","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Microsoft Word - DEF COMENTARIOS CONTEXTO SOCIAL NORMATIVO PET POP SITUACION FAC","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"128","No","Imprimir","CACCC15","Sin Autentificación","Sin Autentificación","N/A","2018-05-08T21:17","2018-05-09T17:24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","4","0","Parado","0501","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Microsoft Word - escrito inicial de demanda","Oficio","N/A","N/A","N/A","N/A","N/A","N/A","N/A","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"129","No","Imprimir","CACCC15","Sin Autentificación","Sin Autentificación","N/A","2018-05-09T19:36","2018-05-09T19:37","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Microsoft Word - LGTAIP","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"130","No","Imprimir","CACCC15","Sin Autentificación","Sin Autentificación","N/A","2018-05-10T12:38","2018-05-10T12:39","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","2","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Microsoft Word - 2017_01_23_MAT_scjn11_C","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"131","No","Imprimir","CACCC15","Sin Autentificación","Sin Autentificación","N/A","2018-05-10T12:40","2018-05-10T12:41","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3","3","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Microsoft Word - Documento1","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"132","No","Imprimir","CACCC15","Sin Autentificación","Sin Autentificación","N/A","2018-05-10T14:14","2018-05-10T14:15","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3","3","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Microsoft Word - Nota Juicios de amparo promovido en contra de la Ley de Segurid","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"133","No","Imprimir","CACCC15","Sin Autentificación","Sin Autentificación","N/A","2018-05-10T14:21","2018-05-10T14:22","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Microsoft Word - Documento2","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"134","No","Imprimir","CACCC15","Sin Autentificación","Sin Autentificación","N/A","2018-05-14T12:16","2018-05-14T12:17","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Microsoft Word - carta telcel","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"135","No","Imprimir","CACCC15","Sin Autentificación","Sin Autentificación","N/A","2018-05-14T22:02","2018-05-15T10:17","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","4","2","Parado","0501","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Microsoft Word - M E M O R A N D U M versión con adición de exposición de motivo","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"136","No","Imprimir","CACCC15","Sin Autentificación","Sin Autentificación","N/A","2018-05-15T19:07","2018-05-16T19:47","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Microsoft Word - Amparo en Revisio_n 1015-2017","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"137","No","Imprimir","CACCC15","Sin Autentificación","Sin Autentificación","N/A","2018-05-16T19:48","2018-05-16T19:48","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Microsoft Word - Documento488","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"138","No","Imprimir","CACCC15","Sin Autentificación","Sin Autentificación","N/A","2018-05-16T20:30","2018-05-16T20:30","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Microsoft Word - Datos adjuntos sin título 00106","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"139","No","Imprimir","CACCC15","Sin Autentificación","Sin Autentificación","N/A","2018-05-17T10:32","2018-05-17T10:32","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Microsoft Word - NOTA CJEF SEFA EMPRESARIAL G","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"140","No","Imprimir","CACCC15","Sin Autentificación","Sin Autentificación","N/A","2018-05-17T10:33","2018-05-17T10:33","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","2","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Microsoft Word - Tarjeta Instalación casilla Inmueble (estacionamiento)  en la S","Carta","N/A","Carta","Normal","No","No","Sí","Sí","Folleto a Doble Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"141","No","Imprimir","CACCC15","Sin Autentificación","Sin Autentificación","N/A","2018-05-17T10:49","2018-05-17T10:49","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","4","4","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Microsoft Word - Promocion Primera Sala Final (002) (002) (002)","Carta","N/A","Carta","Normal","No","No","Sí","Sí","Folleto a Doble Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"142","No","Imprimir","CACCC15","Sin Autentificación","Sin Autentificación","N/A","2018-05-17T11:09","2018-05-17T11:10","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","4","4","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Microsoft Word - Documentales","Carta","N/A","Carta","Normal","No","No","Sí","Sí","Folleto a Doble Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"143","No","Imprimir","CACCC15","Sin Autentificación","Sin Autentificación","N/A","2018-05-17T11:21","2018-05-17T11:21","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Microsoft Word - Documento546","Carta","N/A","Carta","Normal","No","No","Sí","Sí","Folleto a Doble Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
